"name","licenseId","isOsiApproved","isFsfLibre","reference"
"Eclipse Public License 1.0","EPL-1.0","Y","Y","https://spdx.org/licenses/EPL-1.0.html"
"Eclipse Public License 2.0","EPL-2.0","Y","Y","https://spdx.org/licenses/EPL-2.0.html"
"Erlang Public License v1.1","ErlPL-1.1","","","https://spdx.org/licenses/ErlPL-1.1.html"
"European Space Agency Public License – v2.4 – Permissive (Type 3)","ESA-PL-permissive-2.4","","","https://spdx.org/licenses/ESA-PL-permissive-2.4.html"
"European Space Agency Public License (ESA-PL) - V2.4 - Strong Copyleft (Type 1)","ESA-PL-strong-copyleft-2.4","","","https://spdx.org/licenses/ESA-PL-strong-copyleft-2.4.html"
"European Space Agency Public License – v2.4 – Weak Copyleft (Type 2)","ESA-PL-weak-copyleft-2.4","","","https://spdx.org/licenses/ESA-PL-weak-copyleft-2.4.html"
"Etalab Open License 2.0","etalab-2.0","","","https://spdx.org/licenses/etalab-2.0.html"
"EU DataGrid Software License","EUDatagrid","Y","Y","https://spdx.org/licenses/EUDatagrid.html"
"European Union Public License 1.0","EUPL-1.0","","","https://spdx.org/licenses/EUPL-1.0.html"
"European Union Public License 1.1","EUPL-1.1","Y","Y","https://spdx.org/licenses/EUPL-1.1.html"
"European Union Public License 1.2","EUPL-1.2","Y","Y","https://spdx.org/licenses/EUPL-1.2.html"
"Eurosym License","Eurosym","","","https://spdx.org/licenses/Eurosym.html"
"Fair License","Fair","Y","","https://spdx.org/licenses/Fair.html"
"Fuzzy Bitmap License","FBM","","","https://spdx.org/licenses/FBM.html"
"Fraunhofer FDK AAC Codec Library","FDK-AAC","","","https://spdx.org/licenses/FDK-AAC.html"
"Ferguson Twofish License","Ferguson-Twofish","","","https://spdx.org/licenses/Ferguson-Twofish.html"
"Frameworx Open License 1.0","Frameworx-1.0","Y","","https://spdx.org/licenses/Frameworx-1.0.html"
"FreeBSD Documentation License","FreeBSD-DOC","","","https://spdx.org/licenses/FreeBSD-DOC.html"
"FreeImage Public License v1.0","FreeImage","","","https://spdx.org/licenses/FreeImage.html"
"FSF All Permissive License","FSFAP","","Y","https://spdx.org/licenses/FSFAP.html"
"FSF All Permissive License (without Warranty)","FSFAP-no-warranty-disclaimer","","","https://spdx.org/licenses/FSFAP-no-warranty-disclaimer.html"
"FSF Unlimited License","FSFUL","","","https://spdx.org/licenses/FSFUL.html"
"FSF Unlimited License (with License Retention)","FSFULLR","","","https://spdx.org/licenses/FSFULLR.html"
"FSF Unlimited License (with License Retention and Short Disclaimer)","FSFULLRSD","","","https://spdx.org/licenses/FSFULLRSD.html"
"FSF Unlimited License (With License Retention and Warranty Disclaimer)","FSFULLRWD","","","https://spdx.org/licenses/FSFULLRWD.html"
"Functional Source License, Version 1.1, ALv2 Future License","FSL-1.1-ALv2","","","https://spdx.org/licenses/FSL-1.1-ALv2.html"
"Functional Source License, Version 1.1, MIT Future License","FSL-1.1-MIT","","","https://spdx.org/licenses/FSL-1.1-MIT.html"
"Freetype Project License","FTL","","Y","https://spdx.org/licenses/FTL.html"
"Furuseth License","Furuseth","","","https://spdx.org/licenses/Furuseth.html"
"fwlw License","fwlw","","","https://spdx.org/licenses/fwlw.html"
"Game Programming Gems License","Game-Programming-Gems","","","https://spdx.org/licenses/Game-Programming-Gems.html"
"Gnome GCR Documentation License","GCR-docs","","","https://spdx.org/licenses/GCR-docs.html"
"GD License","GD","","","https://spdx.org/licenses/GD.html"
"Generic XTS License","generic-xts","","","https://spdx.org/licenses/generic-xts.html"
"GNU Free Documentation License v1.1","GFDL-1.1","","Y","https://spdx.org/licenses/GFDL-1.1.html"
"GNU Free Documentation License v1.1 only - invariants","GFDL-1.1-invariants-only","","","https://spdx.org/licenses/GFDL-1.1-invariants-only.html"
"GNU Free Documentation License v1.1 or later - invariants","GFDL-1.1-invariants-or-later","","","https://spdx.org/licenses/GFDL-1.1-invariants-or-later.html"
"GNU Free Documentation License v1.1 only - no invariants","GFDL-1.1-no-invariants-only","","","https://spdx.org/licenses/GFDL-1.1-no-invariants-only.html"
"GNU Free Documentation License v1.1 or later - no invariants","GFDL-1.1-no-invariants-or-later","","","https://spdx.org/licenses/GFDL-1.1-no-invariants-or-later.html"
"GNU Free Documentation License v1.1 only","GFDL-1.1-only","","Y","https://spdx.org/licenses/GFDL-1.1-only.html"
"GNU Free Documentation License v1.1 or later","GFDL-1.1-or-later","","Y","https://spdx.org/licenses/GFDL-1.1-or-later.html"
"GNU Free Documentation License v1.2","GFDL-1.2","","Y","https://spdx.org/licenses/GFDL-1.2.html"
"GNU Free Documentation License v1.2 only - invariants","GFDL-1.2-invariants-only","","","https://spdx.org/licenses/GFDL-1.2-invariants-only.html"
"GNU Free Documentation License v1.2 or later - invariants","GFDL-1.2-invariants-or-later","","","https://spdx.org/licenses/GFDL-1.2-invariants-or-later.html"
"GNU Free Documentation License v1.2 only - no invariants","GFDL-1.2-no-invariants-only","","","https://spdx.org/licenses/GFDL-1.2-no-invariants-only.html"
"GNU Free Documentation License v1.2 or later - no invariants","GFDL-1.2-no-invariants-or-later","","","https://spdx.org/licenses/GFDL-1.2-no-invariants-or-later.html"
"GNU Free Documentation License v1.2 only","GFDL-1.2-only","","Y","https://spdx.org/licenses/GFDL-1.2-only.html"
"GNU Free Documentation License v1.2 or later","GFDL-1.2-or-later","","Y","https://spdx.org/licenses/GFDL-1.2-or-later.html"
"GNU Free Documentation License v1.3","GFDL-1.3","","Y","https://spdx.org/licenses/GFDL-1.3.html"
"GNU Free Documentation License v1.3 only - invariants","GFDL-1.3-invariants-only","","","https://spdx.org/licenses/GFDL-1.3-invariants-only.html"
"GNU Free Documentation License v1.3 or later - invariants","GFDL-1.3-invariants-or-later","","","https://spdx.org/licenses/GFDL-1.3-invariants-or-later.html"
"GNU Free Documentation License v1.3 only - no invariants","GFDL-1.3-no-invariants-only","","","https://spdx.org/licenses/GFDL-1.3-no-invariants-only.html"
"GNU Free Documentation License v1.3 or later - no invariants","GFDL-1.3-no-invariants-or-later","","","https://spdx.org/licenses/GFDL-1.3-no-invariants-or-later.html"
"GNU Free Documentation License v1.3 only","GFDL-1.3-only","","Y","https://spdx.org/licenses/GFDL-1.3-only.html"
"GNU Free Documentation License v1.3 or later","GFDL-1.3-or-later","","Y","https://spdx.org/licenses/GFDL-1.3-or-later.html"
"Giftware License","Giftware","","","https://spdx.org/licenses/Giftware.html"
"GL2PS License","GL2PS","","","https://spdx.org/licenses/GL2PS.html"
"3dfx Glide License","Glide","","","https://spdx.org/licenses/Glide.html"
"Glulxe License","Glulxe","","","https://spdx.org/licenses/Glulxe.html"
"Good Luck With That Public License","GLWTPL","","","https://spdx.org/licenses/GLWTPL.html"
"gnuplot License","gnuplot","","Y","https://spdx.org/licenses/gnuplot.html"
"GNU General Public License v1.0 only","GPL-1.0","","","https://spdx.org/licenses/GPL-1.0.html"
"GNU General Public License v1.0 or later","GPL-1.0+","","","https://spdx.org/licenses/GPL-1.0+.html"
"GNU General Public License v1.0 only","GPL-1.0-only","","","https://spdx.org/licenses/GPL-1.0-only.html"
"GNU General Public License v1.0 or later","GPL-1.0-or-later","","","https://spdx.org/licenses/GPL-1.0-or-later.html"
"GNU General Public License v2.0 only","GPL-2.0","Y","Y","https://spdx.org/licenses/GPL-2.0.html"
"GNU General Public License v2.0 or later","GPL-2.0+","Y","Y","https://spdx.org/licenses/GPL-2.0+.html"
"GNU General Public License v2.0 only","GPL-2.0-only","Y","Y","https://spdx.org/licenses/GPL-2.0-only.html"
"GNU General Public License v2.0 or later","GPL-2.0-or-later","Y","Y","https://spdx.org/licenses/GPL-2.0-or-later.html"
"GNU General Public License v2.0 w/Autoconf exception","GPL-2.0-with-autoconf-exception","","","https://spdx.org/licenses/GPL-2.0-with-autoconf-exception.html"
"GNU General Public License v2.0 w/Bison exception","GPL-2.0-with-bison-exception","","","https://spdx.org/licenses/GPL-2.0-with-bison-exception.html"
"GNU General Public License v2.0 w/Classpath exception","GPL-2.0-with-classpath-exception","","","https://spdx.org/licenses/GPL-2.0-with-classpath-exception.html"
"GNU General Public License v2.0 w/Font exception","GPL-2.0-with-font-exception","","","https://spdx.org/licenses/GPL-2.0-with-font-exception.html"
"GNU General Public License v2.0 w/GCC Runtime Library exception","GPL-2.0-with-GCC-exception","","","https://spdx.org/licenses/GPL-2.0-with-GCC-exception.html"
"GNU General Public License v3.0 only","GPL-3.0","Y","Y","https://spdx.org/licenses/GPL-3.0.html"
"GNU General Public License v3.0 or later","GPL-3.0+","Y","Y","https://spdx.org/licenses/GPL-3.0+.html"
"GNU General Public License v3.0 only","GPL-3.0-only","Y","Y","https://spdx.org/licenses/GPL-3.0-only.html"
"GNU General Public License v3.0 or later","GPL-3.0-or-later","Y","Y","https://spdx.org/licenses/GPL-3.0-or-later.html"
"GNU General Public License v3.0 w/Autoconf exception","GPL-3.0-with-autoconf-exception","","","https://spdx.org/licenses/GPL-3.0-with-autoconf-exception.html"
"GNU General Public License v3.0 w/GCC Runtime Library exception","GPL-3.0-with-GCC-exception","Y","","https://spdx.org/licenses/GPL-3.0-with-GCC-exception.html"
"Graphics Gems License","Graphics-Gems","","","https://spdx.org/licenses/Graphics-Gems.html"
"gSOAP Public License v1.3b","gSOAP-1.3b","","","https://spdx.org/licenses/gSOAP-1.3b.html"
"gtkbook License","gtkbook","","","https://spdx.org/licenses/gtkbook.html"
"Gutmann License","Gutmann","","","https://spdx.org/licenses/Gutmann.html"
"Haskell Language Report License","HaskellReport","","","https://spdx.org/licenses/HaskellReport.html"
"HDF5 License","HDF5","","","https://spdx.org/licenses/HDF5.html"
"hdparm License","hdparm","","","https://spdx.org/licenses/hdparm.html"
"HIDAPI License","HIDAPI","","","https://spdx.org/licenses/HIDAPI.html"
"Hippocratic License 2.1","Hippocratic-2.1","","","https://spdx.org/licenses/Hippocratic-2.1.html"
"Hewlett-Packard 1986 License","HP-1986","","","https://spdx.org/licenses/HP-1986.html"
"Hewlett-Packard 1989 License","HP-1989","","","https://spdx.org/licenses/HP-1989.html"
"Historical Permission Notice and Disclaimer","HPND","Y","Y","https://spdx.org/licenses/HPND.html"
"Historical Permission Notice and Disclaimer - DEC variant","HPND-DEC","","","https://spdx.org/licenses/HPND-DEC.html"
"Historical Permission Notice and Disclaimer - documentation variant","HPND-doc","","","https://spdx.org/licenses/HPND-doc.html"
"Historical Permission Notice and Disclaimer - documentation sell variant","HPND-doc-sell","","","https://spdx.org/licenses/HPND-doc-sell.html"
"HPND with US Government export control warning","HPND-export-US","","","https://spdx.org/licenses/HPND-export-US.html"
"HPND with US Government export control warning and acknowledgment","HPND-export-US-acknowledgement","","","https://spdx.org/licenses/HPND-export-US-acknowledgement.html"
"HPND with US Government export control warning and modification rqmt","HPND-export-US-modify","","","https://spdx.org/licenses/HPND-export-US-modify.html"
"HPND with US Government export control and 2 disclaimers","HPND-export2-US","","","https://spdx.org/licenses/HPND-export2-US.html"
"Historical Permission Notice and Disclaimer - Fenneberg-Livingston variant","HPND-Fenneberg-Livingston","","","https://spdx.org/licenses/HPND-Fenneberg-Livingston.html"
"Historical Permission Notice and Disclaimer    - INRIA-IMAG variant","HPND-INRIA-IMAG","","","https://spdx.org/licenses/HPND-INRIA-IMAG.html"
"Historical Permission Notice and Disclaimer - Intel variant","HPND-Intel","","","https://spdx.org/licenses/HPND-Intel.html"
"Historical Permission Notice and Disclaimer - Kevlin Henney variant","HPND-Kevlin-Henney","","","https://spdx.org/licenses/HPND-Kevlin-Henney.html"
"Historical Permission Notice and Disclaimer - Markus Kuhn variant","HPND-Markus-Kuhn","","","https://spdx.org/licenses/HPND-Markus-Kuhn.html"
"Historical Permission Notice and Disclaimer - merchantability variant","HPND-merchantability-variant","","","https://spdx.org/licenses/HPND-merchantability-variant.html"
"Historical Permission Notice and Disclaimer with MIT disclaimer","HPND-MIT-disclaimer","","","https://spdx.org/licenses/HPND-MIT-disclaimer.html"
"Historical Permission Notice and Disclaimer - Netrek variant","HPND-Netrek","","","https://spdx.org/licenses/HPND-Netrek.html"
"Historical Permission Notice and Disclaimer - Pbmplus variant","HPND-Pbmplus","","","https://spdx.org/licenses/HPND-Pbmplus.html"
"Historical Permission Notice and Disclaimer - sell xserver variant with MIT disclaimer","HPND-sell-MIT-disclaimer-xserver","","","https://spdx.org/licenses/HPND-sell-MIT-disclaimer-xserver.html"
"Historical Permission Notice and Disclaimer - sell regexpr variant","HPND-sell-regexpr","","","https://spdx.org/licenses/HPND-sell-regexpr.html"
"Historical Permission Notice and Disclaimer - sell variant","HPND-sell-variant","","","https://spdx.org/licenses/HPND-sell-variant.html"
"HPND - sell variant with safety critical systems clause","HPND-sell-variant-critical-systems","","","https://spdx.org/licenses/HPND-sell-variant-critical-systems.html"
"HPND sell variant with MIT disclaimer","HPND-sell-variant-MIT-disclaimer","","","https://spdx.org/licenses/HPND-sell-variant-MIT-disclaimer.html"
"HPND sell variant with MIT disclaimer - reverse","HPND-sell-variant-MIT-disclaimer-rev","","","https://spdx.org/licenses/HPND-sell-variant-MIT-disclaimer-rev.html"
"Historical Permission Notice and Disclaimer - SMC variant","HPND-SMC","","","https://spdx.org/licenses/HPND-SMC.html"
"Historical Permission Notice and Disclaimer - University of California variant","HPND-UC","","","https://spdx.org/licenses/HPND-UC.html"
"Historical Permission Notice and Disclaimer - University of California, US export warning","HPND-UC-export-US","","","https://spdx.org/licenses/HPND-UC-export-US.html"
"HTML Tidy License","HTMLTIDY","","","https://spdx.org/licenses/HTMLTIDY.html"
"hyphen-bulgarian License","hyphen-bulgarian","","","https://spdx.org/licenses/hyphen-bulgarian.html"
"IBM PowerPC Initialization and Boot Software","IBM-pibs","","","https://spdx.org/licenses/IBM-pibs.html"
"ICU License","ICU","Y","","https://spdx.org/licenses/ICU.html"
"IEC    Code Components End-user licence agreement","IEC-Code-Components-EULA","","","https://spdx.org/licenses/IEC-Code-Components-EULA.html"
"Independent JPEG Group License","IJG","","Y","https://spdx.org/licenses/IJG.html"
"Independent JPEG Group License - short","IJG-short","","","https://spdx.org/licenses/IJG-short.html"
"ImageMagick License","ImageMagick","","","https://spdx.org/licenses/ImageMagick.html"
"iMatix Standard Function Library Agreement","iMatix","","Y","https://spdx.org/licenses/iMatix.html"
"Imlib2 License","Imlib2","","Y","https://spdx.org/licenses/Imlib2.html"
"Info-ZIP License","Info-ZIP","","","https://spdx.org/licenses/Info-ZIP.html"
"Inner Net License v2.0","Inner-Net-2.0","","","https://spdx.org/licenses/Inner-Net-2.0.html"
"Inno Setup License","InnoSetup","","","https://spdx.org/licenses/InnoSetup.html"
"Intel Open Source License","Intel","Y","Y","https://spdx.org/licenses/Intel.html"
"Intel ACPI Software License Agreement","Intel-ACPI","","","https://spdx.org/licenses/Intel-ACPI.html"
"Interbase Public License v1.0","Interbase-1.0","","","https://spdx.org/licenses/Interbase-1.0.html"
"IPA Font License","IPA","Y","Y","https://spdx.org/licenses/IPA.html"
"IBM Public License v1.0","IPL-1.0","Y","Y","https://spdx.org/licenses/IPL-1.0.html"
"ISC License","ISC","Y","Y","https://spdx.org/licenses/ISC.html"
"ISC Veillard variant","ISC-Veillard","","","https://spdx.org/licenses/ISC-Veillard.html"
"ISO permission notice","ISO-permission","","","https://spdx.org/licenses/ISO-permission.html"
"Jam License","Jam","Y","","https://spdx.org/licenses/Jam.html"
"JasPer License","JasPer-2.0","","","https://spdx.org/licenses/JasPer-2.0.html"
"Jove License","jove","","","https://spdx.org/licenses/jove.html"
"JPL Image Use Policy","JPL-image","","","https://spdx.org/licenses/JPL-image.html"
"Japan Network Information Center License","JPNIC","","","https://spdx.org/licenses/JPNIC.html"
"JSON License","JSON","","","https://spdx.org/licenses/JSON.html"
"Kastrup License","Kastrup","","","https://spdx.org/licenses/Kastrup.html"
"Kazlib License","Kazlib","","","https://spdx.org/licenses/Kazlib.html"
"Knuth CTAN License","Knuth-CTAN","","","https://spdx.org/licenses/Knuth-CTAN.html"
"Licence Art Libre 1.2","LAL-1.2","","","https://spdx.org/licenses/LAL-1.2.html"
"Licence Art Libre 1.3","LAL-1.3","","","https://spdx.org/licenses/LAL-1.3.html"
"Latex2e License","Latex2e","","","https://spdx.org/licenses/Latex2e.html"
"Latex2e with translated notice permission","Latex2e-translated-notice","","","https://spdx.org/licenses/Latex2e-translated-notice.html"
"Leptonica License","Leptonica","","","https://spdx.org/licenses/Leptonica.html"
"GNU Library General Public License v2 only","LGPL-2.0","Y","","https://spdx.org/licenses/LGPL-2.0.html"
"GNU Library General Public License v2 or later","LGPL-2.0+","Y","","https://spdx.org/licenses/LGPL-2.0+.html"
"GNU Library General Public License v2 only","LGPL-2.0-only","Y","","https://spdx.org/licenses/LGPL-2.0-only.html"
"GNU Library General Public License v2 or later","LGPL-2.0-or-later","Y","","https://spdx.org/licenses/LGPL-2.0-or-later.html"
"GNU Lesser General Public License v2.1 only","LGPL-2.1","Y","Y","https://spdx.org/licenses/LGPL-2.1.html"
"GNU Lesser General Public License v2.1 or later","LGPL-2.1+","Y","Y","https://spdx.org/licenses/LGPL-2.1+.html"
"GNU Lesser General Public License v2.1 only","LGPL-2.1-only","Y","Y","https://spdx.org/licenses/LGPL-2.1-only.html"
"GNU Lesser General Public License v2.1 or later","LGPL-2.1-or-later","Y","Y","https://spdx.org/licenses/LGPL-2.1-or-later.html"
"GNU Lesser General Public License v3.0 only","LGPL-3.0","Y","Y","https://spdx.org/licenses/LGPL-3.0.html"
"GNU Lesser General Public License v3.0 or later","LGPL-3.0+","Y","Y","https://spdx.org/licenses/LGPL-3.0+.html"
"GNU Lesser General Public License v3.0 only","LGPL-3.0-only","Y","Y","https://spdx.org/licenses/LGPL-3.0-only.html"
"GNU Lesser General Public License v3.0 or later","LGPL-3.0-or-later","Y","Y","https://spdx.org/licenses/LGPL-3.0-or-later.html"
"Lesser General Public License For Linguistic Resources","LGPLLR","","","https://spdx.org/licenses/LGPLLR.html"
"libpng License","Libpng","","","https://spdx.org/licenses/Libpng.html"
"PNG Reference Library License v1 (for libpng 0.5 through 1.6.35)","libpng-1.6.35","","","https://spdx.org/licenses/libpng-1.6.35.html"
"PNG Reference Library version 2","libpng-2.0","","","https://spdx.org/licenses/libpng-2.0.html"
"libselinux public domain notice","libselinux-1.0","","","https://spdx.org/licenses/libselinux-1.0.html"
"libtiff License","libtiff","","","https://spdx.org/licenses/libtiff.html"
"libutil David Nugent License","libutil-David-Nugent","","","https://spdx.org/licenses/libutil-David-Nugent.html"
"Licence Libre du Québec – Permissive version 1.1","LiLiQ-P-1.1","Y","","https://spdx.org/licenses/LiLiQ-P-1.1.html"
"Licence Libre du Québec – Réciprocité version 1.1","LiLiQ-R-1.1","Y","","https://spdx.org/licenses/LiLiQ-R-1.1.html"
"Licence Libre du Québec – Réciprocité forte version 1.1","LiLiQ-Rplus-1.1","Y","","https://spdx.org/licenses/LiLiQ-Rplus-1.1.html"
"Linux man-pages - 1 paragraph","Linux-man-pages-1-para","","","https://spdx.org/licenses/Linux-man-pages-1-para.html"
"Linux man-pages Copyleft","Linux-man-pages-copyleft","","","https://spdx.org/licenses/Linux-man-pages-copyleft.html"
"Linux man-pages Copyleft - 2 paragraphs","Linux-man-pages-copyleft-2-para","","","https://spdx.org/licenses/Linux-man-pages-copyleft-2-para.html"
"Linux man-pages Copyleft Variant","Linux-man-pages-copyleft-var","","","https://spdx.org/licenses/Linux-man-pages-copyleft-var.html"
"Linux Kernel Variant of OpenIB.org license","Linux-OpenIB","","","https://spdx.org/licenses/Linux-OpenIB.html"
"Common Lisp LOOP License","LOOP","","","https://spdx.org/licenses/LOOP.html"
"LPD Documentation License","LPD-document","","","https://spdx.org/licenses/LPD-document.html"
"Lucent Public License Version 1.0","LPL-1.0","Y","","https://spdx.org/licenses/LPL-1.0.html"
"Lucent Public License v1.02","LPL-1.02","Y","Y","https://spdx.org/licenses/LPL-1.02.html"
"LaTeX Project Public License v1.0","LPPL-1.0","","","https://spdx.org/licenses/LPPL-1.0.html"
"LaTeX Project Public License v1.1","LPPL-1.1","","","https://spdx.org/licenses/LPPL-1.1.html"
"LaTeX Project Public License v1.2","LPPL-1.2","","Y","https://spdx.org/licenses/LPPL-1.2.html"
"LaTeX Project Public License v1.3a","LPPL-1.3a","","Y","https://spdx.org/licenses/LPPL-1.3a.html"
"LaTeX Project Public License v1.3c","LPPL-1.3c","Y","","https://spdx.org/licenses/LPPL-1.3c.html"
"lsof License","lsof","","","https://spdx.org/licenses/lsof.html"
"Lucida Bitmap Fonts License","Lucida-Bitmap-Fonts","","","https://spdx.org/licenses/Lucida-Bitmap-Fonts.html"
"LZMA SDK License (versions 9.11 to 9.20)","LZMA-SDK-9.11-to-9.20","","","https://spdx.org/licenses/LZMA-SDK-9.11-to-9.20.html"
"LZMA SDK License (versions 9.22 and beyond)","LZMA-SDK-9.22","","","https://spdx.org/licenses/LZMA-SDK-9.22.html"
"Mackerras 3-Clause License","Mackerras-3-Clause","","","https://spdx.org/licenses/Mackerras-3-Clause.html"
"Mackerras 3-Clause - acknowledgment variant","Mackerras-3-Clause-acknowledgment","","","https://spdx.org/licenses/Mackerras-3-Clause-acknowledgment.html"
"magaz License","magaz","","","https://spdx.org/licenses/magaz.html"
"mailprio License","mailprio","","","https://spdx.org/licenses/mailprio.html"
"MakeIndex License","MakeIndex","","","https://spdx.org/licenses/MakeIndex.html"
"man2html License","man2html","","","https://spdx.org/licenses/man2html.html"
"Martin Birgmeier License","Martin-Birgmeier","","","https://spdx.org/licenses/Martin-Birgmeier.html"
"McPhee Slideshow License","McPhee-slideshow","","","https://spdx.org/licenses/McPhee-slideshow.html"
"metamail License","metamail","","","https://spdx.org/licenses/metamail.html"
"Minpack License","Minpack","","","https://spdx.org/licenses/Minpack.html"
"MIPS License","MIPS","","","https://spdx.org/licenses/MIPS.html"
"The MirOS Licence","MirOS","Y","","https://spdx.org/licenses/MirOS.html"
"MIT License","MIT","Y","Y","https://spdx.org/licenses/MIT.html"
"MIT No Attribution","MIT-0","Y","","https://spdx.org/licenses/MIT-0.html"
"Enlightenment License (e16)","MIT-advertising","","","https://spdx.org/licenses/MIT-advertising.html"
"MIT Click License","MIT-Click","","","https://spdx.org/licenses/MIT-Click.html"
"CMU License","MIT-CMU","","","https://spdx.org/licenses/MIT-CMU.html"
"enna License","MIT-enna","","","https://spdx.org/licenses/MIT-enna.html"
"feh License","MIT-feh","","","https://spdx.org/licenses/MIT-feh.html"
"MIT Festival Variant","MIT-Festival","","","https://spdx.org/licenses/MIT-Festival.html"
"MIT Khronos - old variant","MIT-Khronos-old","","","https://spdx.org/licenses/MIT-Khronos-old.html"
"MIT License Modern Variant","MIT-Modern-Variant","Y","","https://spdx.org/licenses/MIT-Modern-Variant.html"
"MIT Open Group variant","MIT-open-group","","","https://spdx.org/licenses/MIT-open-group.html"
"MIT-STK License","MIT-STK","","","https://spdx.org/licenses/MIT-STK.html"
"MIT testregex Variant","MIT-testregex","","","https://spdx.org/licenses/MIT-testregex.html"
"MIT Tom Wu Variant","MIT-Wu","","","https://spdx.org/licenses/MIT-Wu.html"
"MIT +no-false-attribs license","MITNFA","","","https://spdx.org/licenses/MITNFA.html"
"MMIXware License","MMIXware","","","https://spdx.org/licenses/MMIXware.html"
"Minecraft Mod Public License v1.0.1","MMPL-1.0.1","","","https://spdx.org/licenses/MMPL-1.0.1.html"
"Motosoto License","Motosoto","Y","","https://spdx.org/licenses/Motosoto.html"
"MPEG Software Simulation","MPEG-SSG","","","https://spdx.org/licenses/MPEG-SSG.html"
"mpi Permissive License","mpi-permissive","","","https://spdx.org/licenses/mpi-permissive.html"
"mpich2 License","mpich2","","","https://spdx.org/licenses/mpich2.html"
"Mozilla Public License 1.0","MPL-1.0","Y","","https://spdx.org/licenses/MPL-1.0.html"
"Mozilla Public License 1.1","MPL-1.1","Y","Y","https://spdx.org/licenses/MPL-1.1.html"
"Mozilla Public License 2.0","MPL-2.0","Y","Y","https://spdx.org/licenses/MPL-2.0.html"
"Mozilla Public License 2.0 (no copyleft exception)","MPL-2.0-no-copyleft-exception","Y","","https://spdx.org/licenses/MPL-2.0-no-copyleft-exception.html"
"mplus Font License","mplus","","","https://spdx.org/licenses/mplus.html"
"Microsoft Limited Public License","MS-LPL","","","https://spdx.org/licenses/MS-LPL.html"
"Microsoft Public License","MS-PL","Y","Y","https://spdx.org/licenses/MS-PL.html"
"Microsoft Reciprocal License","MS-RL","Y","Y","https://spdx.org/licenses/MS-RL.html"
"Matrix Template Library License","MTLL","","","https://spdx.org/licenses/MTLL.html"
"Mulan Permissive Software License, Version 1","MulanPSL-1.0","","","https://spdx.org/licenses/MulanPSL-1.0.html"
"Mulan Permissive Software License, Version 2","MulanPSL-2.0","Y","","https://spdx.org/licenses/MulanPSL-2.0.html"
"Multics License","Multics","Y","","https://spdx.org/licenses/Multics.html"
"Mup License","Mup","","","https://spdx.org/licenses/Mup.html"
"Nara Institute of Science and Technology License (2003)","NAIST-2003","","","https://spdx.org/licenses/NAIST-2003.html"
"NASA Open Source Agreement 1.3","NASA-1.3","Y","","https://spdx.org/licenses/NASA-1.3.html"
"Naumen Public License","Naumen","Y","","https://spdx.org/licenses/Naumen.html"
"Net Boolean Public License v1","NBPL-1.0","","","https://spdx.org/licenses/NBPL-1.0.html"
"NCBI Public Domain Notice","NCBI-PD","","","https://spdx.org/licenses/NCBI-PD.html"
"Non-Commercial Government Licence","NCGL-UK-2.0","","","https://spdx.org/licenses/NCGL-UK-2.0.html"
"NCL Source Code License","NCL","","","https://spdx.org/licenses/NCL.html"
"University of Illinois/NCSA Open Source License","NCSA","Y","Y","https://spdx.org/licenses/NCSA.html"
"Net-SNMP License","Net-SNMP","","","https://spdx.org/licenses/Net-SNMP.html"
"NetCDF license","NetCDF","","","https://spdx.org/licenses/NetCDF.html"
"Newsletr License","Newsletr","","","https://spdx.org/licenses/Newsletr.html"
"Nethack General Public License","NGPL","Y","","https://spdx.org/licenses/NGPL.html"
"ngrep License","ngrep","","","https://spdx.org/licenses/ngrep.html"
"NICTA Public Software License, Version 1.0","NICTA-1.0","","","https://spdx.org/licenses/NICTA-1.0.html"
"NIST Public Domain Notice","NIST-PD","","","https://spdx.org/licenses/NIST-PD.html"
"NIST Public Domain Notice with license fallback","NIST-PD-fallback","","","https://spdx.org/licenses/NIST-PD-fallback.html"
"NIST    Public Domain Notice TNT variant","NIST-PD-TNT","","","https://spdx.org/licenses/NIST-PD-TNT.html"
"NIST Software License","NIST-Software","","","https://spdx.org/licenses/NIST-Software.html"
"Norwegian Licence for Open Government Data (NLOD) 1.0","NLOD-1.0","","","https://spdx.org/licenses/NLOD-1.0.html"
"Norwegian Licence for Open Government Data (NLOD) 2.0","NLOD-2.0","","","https://spdx.org/licenses/NLOD-2.0.html"
"No Limit Public License","NLPL","","","https://spdx.org/licenses/NLPL.html"
"Nokia Open Source License","Nokia","Y","Y","https://spdx.org/licenses/Nokia.html"
"Netizen Open Source License","NOSL","","Y","https://spdx.org/licenses/NOSL.html"
"Noweb License","Noweb","","","https://spdx.org/licenses/Noweb.html"
"Netscape Public License v1.0","NPL-1.0","","Y","https://spdx.org/licenses/NPL-1.0.html"
"Netscape Public License v1.1","NPL-1.1","","Y","https://spdx.org/licenses/NPL-1.1.html"
"Non-Profit Open Software License 3.0","NPOSL-3.0","Y","","https://spdx.org/licenses/NPOSL-3.0.html"
"NRL License","NRL","","","https://spdx.org/licenses/NRL.html"
"NTIA Public Domain Notice","NTIA-PD","","","https://spdx.org/licenses/NTIA-PD.html"
"NTP License","NTP","Y","","https://spdx.org/licenses/NTP.html"
"NTP No Attribution","NTP-0","","","https://spdx.org/licenses/NTP-0.html"
"Nunit License","Nunit","","Y","https://spdx.org/licenses/Nunit.html"
